keywords,year,id,_title,_author,_month,_day,_path,_fulltext
"All,brief,schon,geburtstag,leben,gelesen,gestern,18ten,geben,falsch,machst,sehe,jahren,neugierig,locke,alltäglichkeiten,hallo,johannes,vielen,dank,netten",2017,0094, Brief an mich,BenLo,05,21,vikus-viewer/data/fulltext/pdf/rh170521 - 17 - Brief an mich.pdf,"|
alltäglichkeiten
ộ
brief an mich
lo
hallo johannes 
vielen dank für deinen netten grüße zu meinem 80sten geburtstag  entschuldige bitte  ich 
habe deinen brief schon gelesen  er kam schon letzte woche und bis gestern konnte ich 
widerstehen 
ob mein brief jedoch noch pünktlich zu deinem 18ten geburtstag kommt  ich glaube es kaum  
die post hat ja  wie man sieht  probleme mit der pünktlichkeit  besonders wenn es in die 
vergangenheit geht  aber spätestens zu deinem 60sten      
also  jetzt aber  herzlichen glückwunsch zu deinem 18ten geburtstag  ich wünsche dir ein 
schönes leben  fahre mit deinem r4  das dach offen durch frankreich und genieße es  ich 
könnte dir  ne menge tipps geben  wann du lieber etwas anders machen  und ob du dich da 
oder dort für einen anderen weg entscheiden solltest  aber den brief  in dem ich das alles 
geschrieben habe  habe ich gestern abend zerrissen und weggeschmissen  es hat ja keinen 
sinn  du mußt doch deinen eigenen weg gehen  dir werden schon genug menschen begegnen
die genau wissen  was du falsch gemacht hast oder gerade falsch machst  höre zu  wäge ab 
und entscheide dann  -  - - 
hm  so ganz kann ich es doch nicht lassen  nimm es als mutmacher für schlechte zeiten  von 
hier hinten sehe ich  dass dein leben insgesamt sehr spannend und toll wird  zumindest bis 
dahin  wo ich jetzt bin    
damit komme ich noch einmal auf deinen brief an mich zurück  du schreibst darin von einer 
befragung von 70- bis 80-jährigen  die zum überwiegenden teil behaupteten  ihr leben sei jetzt 
besser als in den 20 jahren vorher   du fragst mich  ob ich es auch so empfinde  nun wie 
gesagt  ich habe den brief  neugierig wie ich bin  ja schon jetzt gelesen  es tut mir leid  ich 
kann dir noch keine antwort darauf geben  aber ich bin froh  immer noch neugierig zu sein  
jetzt sehe ich den nächsten 20 jahren mit noch mehr zuversicht entgegen 
mach es gut 
ich weiss  das machst du ja sowieso  ich kenn dich ja 
also tschüß
dein
locke
ps   nicht wundern  dass locke verstehst du bald 
anbenlo@gmx de
benlo schrei  -  rh170521  -  brief an mich - seite 1 von 1
 "
"All,weinschlauch,analog,treffen,alltäglichkeiten,wasserschlauch,große,wasserverteilungsnetz,unbekanntes,weinverteilungsnetz,angeschlossen,„weinschlauch,begriff,„hungerast,unterzuckerung,ausdruck,angenehme,gefühl,druck,mehr,empfinden",2017,0095, Weinschlauch,BenLo,07,24,vikus-viewer/data/fulltext/pdf/zh170724 - 15 - Weinschlauch.pdf,"|
alltäglichkeiten
ộ
weinschlauch
lo
was ist denn ein weinschlauch 
ist er  so wie ein wasserschlauch ans große wasserverteilungsnetz  an ein mir unbekanntes 
weinverteilungsnetz angeschlossen  
oder ist „weinschlauch   analog dem begriff „hungerast  bei unterzuckerung  ein ausdruck für das 
angenehme gefühl keinen druck mehr zu empfinden  einfach relaxed  schlaff und labberig nach 
einem weinkrampf auf dem sofa zu liegen  ungefähr so   mir geht s gut  ich hab einen 
weinschlauch  
vielleicht ist es ja auch ganz etwas anderes und er wächst im garten  wahrscheinlich in 
weinanbaugebieten  als gewürz  wie der schnitt- und knob- so eben auch der weinsch- lauch 
es könnte auch eine nette beschreibung der arme und beine von menschen nach jahrzehntelangem 
weinkonsum sein  analog zum bierbauch nach langem bierkonsum  nur bei den weintrinkern hängt 
nach jahren des weinkonsums die haut schlauchartig an den knochen  
es könnte natürlich auch eine abkürzung sein  na klar  die weinschlauch  wie jedes zweite jahr  ab 
dem dritten samstag im september  diesmal in deutschland  das weltweit größte treffen dieser sich 
gegenseitig so ideal ergänzenden spezialisten  die „woche europäisch-indigener neuro-sozialisten 
 und  chronisch-hektischer labor-ärze und chirurgen   gerade in diesen unruhigen zeiten schaut die 
welt besonders erwartungsvoll auf das diesjährige treffen 
anbenlo@gmx de
zh170724-15  -  weinschlauch - seite 1 von 1
 "
"All,erlebnis,ergebnis,betreff,alltäglichkeiten,putzen,gutem,machst,bildnis,wildnis,unordnung,schafften,pause,hause,schönes,abmeldungen,bitte,anbenlo@garantiere,fixabo,nixabo,tadel",2017,0096, Putzen,BenLo,08,09,vikus-viewer/data/fulltext/pdf/zh170809 - 23 - Putzen.pdf,"|
alltäglichkeiten
ộ
putzen
lo
es war ein erlebnis
mit gutem ergebnis 
du machst dir kein bildnis
von dieser wildnis 
unordnung pur
wir schafften nur 
keine pause
bei ihr zu hause
doch das ergebnis
ein schönes erlebnis 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170809-23  -  putzen„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,erhalten,gehört,immer,welt,betreff,alltäglichkeiten,weltrettungs-preis,sollen,umwelt,schon,ewig,lang,anfang,nutzen,schalten,walten,kurz,nachdenke,angst,bang",2017,0097, Preis,BenLo,12,31,vikus-viewer/data/fulltext/pdf/zh171231 - 17 - Weltrettungs - Preis.pdf,"|
alltäglichkeiten
ộ
weltrettungs-preis
lo
wir sollen die umwelt erhalten 
gehört die uns nicht schon ewig lang 
von anfang an nutzen wir sie  wir schalten und walten 
wenn ich kurz mal nachdenke  wird mir angst und bang 
es gab immer menschen  die haben keine preise erhalten 
die ließen ihre herzen  ihre seelen nicht sterben und erkalten 
sie schonten die welt aus einem inneren drang 
es waren männer und frauen nicht nur von höherem rang 
doch gerettet wird diese welt 
aus dem radio diese worte erschallten 
von einem mann  einem sehr alten 
der dafür jetzt die „dunkelheit mit licht  erhält 
wer immer auch diesen preis verleiht 
habe noch nie davon gehört  ihr verzeiht 
ich möchte auch nicht darauf schwören 
nach der meldung kam gesang von chören 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171231-17 - weltrettungs-preis„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,jahre,nacht,nächte,endlich,feierabend,ärger,kollege,ganzen,alltäglichkeiten,morgens,ungewöhnlich,hektisch,kollegen,vorgesetzte,schienen,partnern,gehabt,wort,meinerseits,entweder",2017,0098, Nächte und Jahre,BenLo,07,27,vikus-viewer/data/fulltext/pdf/zh170727 - 17 - Nächte und Jahre.pdf,"|
alltäglichkeiten
ộ
nächte und jahre
lo
endlich feierabend  es war 6 00 uhr morgens  die nacht war ungewöhnlich hektisch gewesen  
kollegen und vorgesetzte schienen alle ärger mit ihren partnern gehabt zu haben  auf jedes wort 
meinerseits hatte ich entweder eine dumme bemerkung oder bestenfalls ein dumpfes murrren 
zurück bekommen  so eine nacht hatte ich in dem dreiviertel jahr welches ich jetzt da abeitete noch 
nicht erlebt  ein kollege hatte sich krank gemeldet und durch die umstellung auf ein neues 
arbeitsverfahren war eine zusätzliche herausforderung an uns gestellt worden  jetzt war 
feierabend und ich war fertig mit mir  den nerven und der ganzen welt  in der umkleide traf ich 
franz  ein netter älterer kollege  der mich hier die ersten zwei wochen in die arbeit eingewiesen 
hatte 
dem konnte ich meinen ganzen ärger erzählen  er hörte zu  lächelte manchmal und nickte des 
öfteren zustimmend  er verstand mich  endlich  auf dem weg zum auto sagte er tröstend  „ach 
komm  die nacht haste ja hinter dir  jetzt ist wochenende  - und dann nur noch zweiunddreißig 
jahre     
anbenlo@gmx de
zh170727-17  -  nächte und jahre - seite 1 von 1
 "
"All,ging,kopf,fenster,käse,zurück,schaute,schwarz,schritte,fremde,etwa,monat,gegenüber,liegenden,bürgersteig,fiel,komplett,kleine,links,rechts,mehrmals",2017,0099, Die Fremde,BenLo,08,18,vikus-viewer/data/fulltext/pdf/zh170818 - 18 - Die Fremde.pdf,"|
alltäglichkeiten
ộ
die fremde
lo
das erste mal sah ich sie vor etwa einem monat auf dem gegenüber liegenden bürgersteig 
sie fiel auf  komplett schwarz gewandet  nur ihre kopfbedeckung und ihre schultern 
waren silber-grau abgesetzt  alles sehr edel  sie ging zwischen zwei bäumen hin und her  
der kopf aufrecht und bei jedem schritt etwas zurück und wieder vor  ähnlich einer taube  
kleine schritte nach links  kleine schritte nach rechts  mehrmals täglich ging ich ans 
fenster um sie anzuschauen  nie habe ich sie kommen oder gehen sehen  sie war da  oder 
eben nicht  das ging einige wochen so  anfangs hatte ich ein schlechtes gewissen  weil ich 
sie so heimlich beobachtete  jetzt war mir ihr anblick vertraut und ich schaute ungeniert 
zu ihr rüber  als sie mich dann vor einer guten woche direkt ansah erschrak ich und 
schämte mich ein wenig  doch dann schien es mir so als wenn sie mich anlächelte  den kopf
etwas schräg gelegt schaute sie mich aus den augenwinkeln an  verlegen zog ich mich vom 
fenster zurück 
am nächsten tag hatte ich mir gedanken gemacht  was gilt für alle lebewesen auf diesem 
planeten  wenn man jemanden kennenlernen will lädt man ihn zum essen ein  ich ging zum
fenster  hatte ein paar käsehäppchen gemacht  sie war nicht da  ich wollte schon gehen  
da sah ich sie  sie war auf meiner straßenseite und legte ihren kopf zur seite um mich  wie 
mir schien  freundlich zu begrüßen  sie sagte keinen ton  als ich sie ansprach und ihr ein 
stück käse reichen wollte  sprang sie einige schritte zurück  sie schaute abwechselnd auf 
meine hand mit dem käse und wieder direkt in meine augen  ich versuchte sie zu 
beruhigen  sprach leise zu ihr hatte das gefühl  sie hätte gerne den käse genommen  aber 
sie traute mir nicht  verstand sie überhaupt was ich sagte  wir waren einander zu fremd  
wir mussten uns mehr zeit geben  ich stellte das brettchen mit dem käse auf die 
fensterbank  schloss leise und langsam das fenster und ging etwas zurück ins zimmer  sie 
war neugierig  ging hin und her  reckte den kopf und schaute zum käse  
ich setzte mich an meinen pc  hatte lange nichts mehr geschrieben  eine schwammige idee 
befand sich in meinem kopf  ich wand mich  wußte nicht  wie anfangen  dann  egal  einfach
mal was schreiben  beugte mich über die tastatur und  sah im augenwinkel eine bewegung 
am fenster  ich drehte meinen kopf und sah sie in ihrer vollen schönheit  ihre strahlenden 
augen  schauten so schön schwarz einmal nach rechts  einmal nach links und dann    
ich war richtig glücklich und schrieb los  „das erste mal sah ich sie vor etwa einem monat 
auf dem gegenüber liegenden bürgersteig  sie fiel auf  komplett schwarz      
während ich schrieb  kam sie mehrmals wieder und flog mit einem stück käse im schnabel 
davon   
seit vorgestern kommt meine dohle oft schon sobald ich das fenster öffne    
anbenlo@gmx de
zh170818-18  -  die fremde - seite 1 von 1
 "
"All,geburtstag,vierzig,jahre,betreff,fixabo,alltäglichkeiten,geburtstagsgedanken,geburt,10ter,bald,erwachsen,20ster,welt,wartet,30ster,möglich,40ster,50ster,60ster,////ok",2018,0100, Geburtstagsgedanken,BenLo,03,20,vikus-viewer/data/fulltext/pdf/zh180320 - 15 - Geburtstagsgedanken.pdf,"|
alltäglichkeiten
ộ
geburtstagsgedanken
lo
geburt
10ter geburtstag
bald erwachsen   
20ster geburtstag
die welt wartet 
30ster geburtstag
alles noch möglich 
40ster geburtstag
noch vierzig jahre 
50ster geburtstag
noch vierzig jahre 
60ster geburtstag
nichts/keiner/alles/alle ist/sind ok 
70ster geburtstag
trotzend genießen 
80ster geburtstag
die zeit rennt
90ster geburtstag
es war schön mit euch 
solche oder so ähnliche gedanken gehen mir so kurz vor meinem
geburtstag durch den schädel 
ich freue mich 
an- oder abmeldungen bitte an  anbenlo@gmx de 
kostet wirklich nichts
mit betreff  fixabo bzw  nixabo 
also schnell fixabo 
lob und tadel mit betreff  
 „zh 180320-15- geburtstagsgedanken„
an anbenlo@gmx de  
seite 1 von 1
 "
"All,mama,immer,mutter,jahre,liebte,sorgte,jungen,vollwaise,eineinhalb,jahren,eben,sohn,verstand,wenig,brauchte,lebte,erzählt,geld,wußte,möbel",2017,0101, Der Junge,BenLo,07,31,vikus-viewer/data/fulltext/pdf/zh170731 - 16 - Der Junge.pdf,"|
alltäglichkeiten
ộ
der junge
lo
jetzt war er vollwaise  die letzten jahre waren schwer gewesen  seine mutter war krank und immer 
hilfsbedürftiger geworden  er war mit seiner mutter alleine  nach eineinhalb kurzen jahren des 
ausbruchs hatte er nach dem tod seines vaters wieder bei seiner mutter gelebt  er studierte ja noch 
also passte es  seine mama liebte ihn und er liebte sie  wie man seine mama eben liebt  er sorgte 
sich um seine mama und sie sorgte sich um ihn  wie man sich eben um einen sohn sorgt  so 
vergingen einige jahre  er hatte ein oder zweimal eine beziehung mit frauen  aber das ging nicht 
gut  seine mama verstand ihn  und sorgte sich um ihn  was sollte denn aus dem jungen werden  
wenn sie mal nicht mehr ist  und ein wenig brauchte sie ihn ja auch  die freundinnen der mutter 
wurden immer weniger  gestorben oder verloren in irgendwelchen heimen  er verstand ihre 
einsamkeit  denn er liebte sie  was sollte denn aus seiner mama werden wenn er einfach auszog  
und ein wenig war es ja auch schön nichts entscheiden zu müssen und immer bekocht zu werden  
aber es waren nicht nur schöne zeiten  für beide nicht  denn sie sorgten sich  sie lebte für ihren 
jungen und er lebte für seine mama  sie hatte immer ihren kleinen jungen und er hatte immer seine 
liebe mama  wenn er von sich erzählt  sind es geschichten von den eineinhalb jahren auf dem 
motorrad die er quer durch europa gefahren ist  sonst erzählt er von seiner mama  wie lieb sie ist 
und wie sie immer kämpfen musste  das geld zusammenhalten  das geld  was die gastwirtschaft  die 
sie mit dem alkoholkranken vater betrieb  abwarf  er war ihr sohn  der immer zu ihr hielt  dem sie 
ihr herz ausschütten konnte  fast ein bester freund 
jetzt war er 59 jahre alt und vollwaise  er wußte nichts  er brauchte eine wohnung  aber wie groß 
oder wie teuer darf oder muss sie sein  sollte er mamas alte möbel mitnehmen  oder was sonst  wo 
kauft man möbel  der vermieter will ihn doch nur übers ohr hauen  nein  er scheint ganz nett zu 
sein  aber seine frau  die guckt immer so  ein bett  wo bekommt er ein bett her  was soll er 
frühstücken  er kann nicht einkaufen ohne mama  er schafft das nicht  mama fehlt überall  mama 
wußte immer alles  er ist alt und das leben ist zu ende     
damit ein neues anfangen kann     
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170731-16  -  der junge„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,rabääh,lustig,lustiges,nich,erst,betreff,alltäglichkeiten,launen,kinder,willen,kriegen,brillen,lerne,richtig,schreiben,wichtig,arbeit,vergnügen,geschrei,schwester",2017,0102, launen,BenLo,10,13,vikus-viewer/data/fulltext/pdf/zh171013 - 16 - launen.pdf,"|
alltäglichkeiten
ộ
launen
lo
rabääh
will was lustiges 
kinder mit  nem willen
kriegen auf die brillen
rabääh  rabääh
is nich lustig 
lerne erst mal richtig
schreiben  dass ist wichtig 
rabääh  rabääh  rabääh
will aber was lustiges 
erst die arbeit 
dann das vergnügen 
rabääh  rabääh  rabääh  rabääh  rabääh  rabääh
will lustig 
mit dem geschrei wirst du noch deine schwester wecken 
das leben ist kein zuckerschlecken 
rabääh  rabääh  rabääh
zucker schlecken nich lustig 
aber ein brot ist krustig 
rabhä 
das war lustig 
das wusst ich 
jetzt pust  ich
dir ins gesicht
du kleiner wicht 
ähmm   
es fällt dir nichts mehr ein 
kein rabäh und auch kein wein n 
du schnappst nach luft 
der ärger verpufft 
was machst du für sachen 
fängst an zu lachen 
ach  so sollte es immer sein    
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh171013-16  -  launen„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,acht,sonne,alltäglichkeiten,schon,daran,gedacht,wäre,gelacht,bald,gemacht,gleich,halb,nachmittag,verbracht,wind,wehte,sacht,blühende,wiesen,pracht",2017,0103, Acht ach,BenLo,05,25,vikus-viewer/data/fulltext/pdf/zh170525 - 22 - Acht ach.pdf,"|
alltäglichkeiten
ộ
acht ach
lo
schon wieder mal nicht daran gedacht  
aber es wäre doch gelacht 
wenn ich es nicht bald gemacht  
jetzt ist es gleich halb acht  
nachmittag in der sonne verbracht  
ein wind wehte sacht  
blühende wiesen  eine pracht  
heimweg  die sonne lacht  
eine sekunde zu spät erwacht  
es hat gekracht  
er stand vor mir in voller tracht 
der polizist mit seiner macht 
dann bin ich wirklich aufgewacht  
die staatsgewalt  nichts mehr gesagt     
bin immer noch wach 
tu denken   wo ist es hin  ach   
tierisch denke ich nach 
traue mich und schau auf s dach  
tief unten im kellerfach 
tausendfacher krach 
tropfnass verschwitzt  wie aus einem bach 
torkel ich runter und sehe nach 
trinke wohltuenden
tee  lehne mich zurück und lach 
tatsächlich war es nur verrutscht das gute
 t  
ach       
anbenlo@gmx de
zh170525-22  -  acht ach - seite 1 von 1
 "
"All,arbeit,alltäglichkeiten,menschlich,mist,leben,nennt,rennt,suchen,gelärme,ruhe,nähe,wenig,wärme,bevor,friert,team,intim,anbenlo@zh170801-18,seite",2017,0104, auf Arbeit,BenLo,08,01,vikus-viewer/data/fulltext/pdf/zh170801 - 18 - auf Arbeit.pdf,"|
alltäglichkeiten
ộ
auf arbeit
lo
da es so menschlich ist 
in diesem mist
der sich leben nennt 
in dem jeder rennt 
suchen wir in dem gelärme 
ruhe  nähe  ein wenig wärme 
ja  man wird
bevor man friert
im team
intim 
anbenlo@gmx de
zh170801-18  -  auf arbeit - seite 1 von 1
 "
"All,aussenwelt,gerade,gefühl,schon,wenga,alltäglichkeiten,mache,besonderes,normal,aufstehen,morgen,reden,telefonzelle,weißt,gelben,kleinen,häuschen,straßenecke,warum,wohnung",2017,0105, Aussenwelt,BenLo,05,26,vikus-viewer/data/fulltext/pdf/zh170526 - 18 - Aussenwelt.pdf,"|
alltäglichkeiten
ộ
aussenwelt
lo
gerade habe ich das gefühl  dass das  was ich gerade mache nichts besonderes ist  es ist normal wie das 
aufstehen am morgen  oder das reden in einer telefonzelle  du weißt  das sind die gelben kleinen 
häuschen an jeder straßenecke  
warum habe ich denn jetzt das gefühl  ich sollte mal wieder die wohnung verlassen  mich überkommt eine 
tiefe traurigkeit  aber ich bekomme sie mit 龚琳娜《我在贵州等你 bei youtube in den griff  ist doch ein 
lustiges lied  oder  wenn dein hutzen bay hendau haaahuiii long schon so leii iste deindy lonce ei doa 
enwga wenga wenga ewng<ak i ei lif  hey joue oh  schon zu ende    
anbenlo@gmx de
zh170526 - 18 - aussenwelt - seite 1 von 1
 "
"All,welt,erhalten,mann,betreff,alltäglichkeiten,wählt,rettungs-greis,sollen,umwelt,gehört,schon,ewig,lang,anfang,nutzen,schalten,walten,kurz,nachdenke,angst",2018,0106, Greis,BenLo,01,01,vikus-viewer/data/fulltext/pdf/zh180101 - 18 - wählt Rettungs - Greis.pdf,"|
alltäglichkeiten
ộ
wählt rettungs-greis
lo
wir sollen die umwelt erhalten 
gehört die uns nicht schon ewig lang 
von anfang an nutzen wir sie  wir schalten und walten 
wenn ich kurz mal nachdenke  wird mir angst und bang 
es gab immer menschen  die haben keine preise erhalten 
die ließen ihre herzen  ihre seelen nicht sterben und erkalten 
sie schonten die welt aus einem inneren drang 
es waren männer und frauen nicht nur von höherem rang 
doch gerettet wird diese welt 
aus dem radio diese worte erschallten 
von einem mann  einem sehr alten 
der dafür jetzt die dunkelheit mit licht erhellt 
er wird die welt jetzt retten  hatte er bisher keine zeit 
ein sehr alter mann  mir kommen da fragen  ihr verzeiht 
ich kann nur das beschwören 
nach der meldung kam gesang von chören 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh180101-18 - warum erst jetzt„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,isst,manna,anas,betreff,alltäglichkeiten,titel,mutter,butter,irgend,kanada,ramadan,nahm,rama,muslima,immer,blase,phrase,banane,banales,liegt",2017,0107, Ana,BenLo,08,15,vikus-viewer/data/fulltext/pdf/zh170815 - 17 - Ana.pdf,"|
alltäglichkeiten
ộ
titel
lo
an ana
na  ana 
ist ana mutter 
ana isst butter 
irgend eine ana 
die eine ana 
ana mag manna 
manna an ana 
ist ana da 
in kanada 
ana ramadan 
ana nahm rama an 
ana muslima 
ana muss immer 
anas blase
eine phrase 
eine ana 
meine ana 
mag ana banane 
ana mag banales 
liegt ana gut 
ana lügt gut 
ana log am berg digital
und analog im tal 
anas nase
riecht an vase 
ana hasst analgen 
ana fasst an algen 
wenn ana nass ist
isst sie ananas
anatol
findet ana toll
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170815-17  -  ana„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,schwester,sagte,ging,endlich,mauer,gefallen,lagen,wunder,weit,haustür,kontakt,betreff,alltäglichkeiten,frieden,paar,minuten,glückes,schon,aufgegessen,angst",2017,0108, endlich Frieden,BenLo,05,15,vikus-viewer/data/fulltext/pdf/zh170515 - 17 - endlich Frieden.pdf,"|
alltäglichkeiten
ộ
endlich frieden
lo
nach ein paar minuten des glückes war das eis schon aufgegessen  ich vor angst von der 
mauer war gefallen  neben mir lagen noch die fünf stiele und das papier klebte in meinen 
hosentaschen  keiner hat geschimpft  nur meine schwester sagte  ich solle mir mal den 
mund waschen  es kam mir wie ein wunder vor  ich ging durch die weit geöffnete haustür  
schlüpfte an ihr vorbei und hatte ein schlechtes gewissen  
seit dem habe ich kein wort mehr mit ihnen gesprochen  irgendwann zog ich weg  ich war 
auf keiner beerdigung  keinem geburtstag und hatte auch sonst keinerlei kontakt mit 
ihnen  vorgestern rief mich meine schwester an und sagte wir seien die letzten  ob ich nicht
kommen wolle  
ich sagte ja und ging los  
nach all den jahren des schweigens war das eis plötzlich gebrochen  um mich herum die 
mauer war gefallen  rundum lagen noch ihre vielen briefe und ich bemerkte ich wollte vor 
trauer lachen  alle haben wir versagt  nur meine schwester wagte jahrelang  den kontakt 
mit mir zu suchen  es kam mir wie ein wunder vor  ich ging durch die haustür  fiel ihr in die 
weit geöffneten arme und war unendlich glücklich 
jetzt sehen wir uns jeden tag  
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170515-17  -  endlich frieden„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,siehst,oben,fluss,berg,betreff,alltäglichkeiten,kommst,zukunft,nebel,denkst,grübelst,verschaffst,überblick,schon,wusstest,drehst,dauernd,kreis,verzweifelst,willst",2017,0109, der Weg,BenLo,05,03,vikus-viewer/data/fulltext/pdf/zh170503 - 14 - der Weg.pdf,"|
alltäglichkeiten
ộ
der weg
lo
du kommst nicht weiter 
du siehst keine zukunft 
du siehst nur nebel 
du denkst und grübelst 
du verschaffst dir einen überblick von oben 
du siehst was du schon wusstest 
du drehst dich dauernd im kreis 
du verzweifelst 
du willst aufgeben 
nein 
plötzlich geht es voran 
richtig schnell 
das leben macht spaß 
viele jahre später schaust du zurück 
dein lebensweg 
in der ferne ein fluss 
dahinter ein berg 
vom gipfel eine seilbahn über den fluss 
der weg zur station führt um den berg herum 
mehrere hundert mal  jede runde ein stück weiter oben 
du weißt wie anstrengend es ist 
ein lächeln erhellt dein gesicht 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170503-14  -  der weg„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,trennung,hirn,betreff,alltäglichkeiten,lösung,fest,gebunden,warnt,schreibblockade,sekunden,minuten,stunden,ziehen,schade,leere,blatt,gnade,bedroht,bombenlunten,gedanken",2018,0110, Trennung als Lösung,BenLo,01,20,vikus-viewer/data/fulltext/pdf/zh180120 - 17 - Trennung als Lösung.pdf,"|
alltäglichkeiten
ộ
trennung als lösung
lo
mein hirn  fest gebunden 
warnt mich…
schreibblockade 
sekunden  minuten  stunden
ziehen sich…
so schade 
das leere blatt  keine gnade 
bedroht mich   
bombenlunten 
gedanken wirr  nichts gerade
sehne mich   
nach leben  dem bunten 
selbst zarte schokolade
zieht mich…
tiefer  nach unten 
verwandeln  wie eine made
zur puppe sich… 
in der erde drunten 
unter tage  im gewissen grade 
lass ich mich…
befördern durch hunten 
mein hirn  jetzt ungebunden
sagt sich…
„schreibblock  ade  
__________________________
   und kann gesunden 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh180120-17 - trennung als lösung„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
"All,kleine,kinder,erden,schon,antwort,betreff,alltäglichkeiten,gross,kommt,bloß,verrenken,denken,stabiler,aufrecht,gefragt,größe,geben,blöße,wegen,sprechen",2017,0111, kleine Kinder,BenLo,08,16,vikus-viewer/data/fulltext/pdf/zh170816 - 18 - kleine Kinder.pdf,"|
alltäglichkeiten
ộ
kleine kinder
lo
kleine kinder sind nicht gross
wie kommt das bloß 
sie können sich verrenken
und man könnte denken 
wenn die nicht noch stabiler werden
wird s nix mit aufrecht geh n auf erden 
doch gefragt war nach der größe 
ich will mir geben mal keine blöße 
von wegen  sprechen können sie nicht
und geld haben die schon gar nicht 
da müssen sie schon härter werden 
um reich zu sein hier auf erden 
was war das jetzt  was wolltest du wissen 
die frage scheint mir sehr gerissen 
ob die mama es sonst nicht geschafft
oder sie noch zu wenig essen sich gerafft 
beides richtig  doch es soll die ganze wahrheit werden
damit wir verstehen unser dasein hier auf erden 
kleine kinder sind famos
aber warum sind sie nicht groß 
die antwort lässt dich mit sicherheit ergrimmen 
sie ist so einfach und wird ganz sicher stimmen 
die antwort kennen selbst die dummen rinder 
„es wären ja keine kleinen kinder  
tschüss  ich verschwind
schnell wie der wind 
an- oder abmeldungen bitte an  anbenlo@gmx de 
ich garantiere für nichts
mit betreff  fixabo bzw  nixabo 
aber dies sollte die
lob und tadel mit betreff  
 „zh170816-18  -  kleine kinder„
seite 1 von 1
an anbenlo@gmx de  
sein
 "
